status,confirmed,last_contacted,retailer,license,city,contact,phone,email,delivery,notes,price_points,pipeline_code,pipeline_label,region,completeness_score,price_tier
,true,2025-02-12,NIRVANA CANNABIS COMPANY,434100,East Wenatchee,,,wenatchee@nirvanacannabis.company vendors@nirvanacannabis.company,,"Talked to the purchasing team, they are not taking on new vendors for 6 momths. They will need samples in 2 months or so.",,I4,I4 - Samples sent,Central WA,3,unknown
,true,2025-02-12,NIRVANA CANNABIS COMPANY,427666,Otis Orchards,,,Spokane@nirvanacannabis.company vendors@nirvanacannabis.company,,"Talked to the purchasing team, they are not taking on new vendors for 6 momths. They will need samples in 2 months or so.",,I4,I4 - Samples sent,Other/Unclassified,3,unknown
,true,2025-02-12,NIRVANA CANNABIS COMPANY,424951,Richland,,,Tricities@nirvanacannabis.company vendors@nirvanacannabis.company,,"Talked to the purchasing team, they are not taking on new vendors for 6 momths. They will need samples in 2 months or so.",,I4,I4 - Samples sent,Eastern WA,3,unknown
Active,true,,Nikxna Cannabis,430474,Omak,,,jmacclain.crms@icloud.com tashina.thomas@yahoo.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),Eastern WA,2,premium
,true,,NORTH BAY MARIJUANA,413407,Allyn,David Spandl,,northbaymj@gmail.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I1,"I1 - Confirmed, cold lead",Other/Unclassified,3,premium
Prospect,true,2025-02-26,NORTHWEST CANNABIS CONNECTION,423492,Puyallup,Gene or Julie-Owner.     (Rob) Robert Haug - buyer # (253)-355-3926 cell phone,(253) 292-0444  Rob - buyer # (253)-355-3926 cell phone,nwcccanyon@gmail.com,,"Rob does not work in the store but is still buying.   Robert Haug   Reached out by Email to get back in the store - rob has 2 jobs and does not work in the office. -  Rob - likes to flirt and boost ego - - Called and talked to Jessica who confirmed that Rob is still the buyer for this store, we are sending over samples asap in hopes of getting back into this location. 02.26.25",$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72 - 28g/  all concentrates $8.00,I4,"I4 - Prospect, samples sent",South Sound,6,standard
,true,,Northwind Cannabis,437916,Anacortes,Chad is the buyer,,purchasing@northwindcannabis.com,JSON link must be sent 48 hours prior to delivery - no copies of QA tests,,,I1,"I1 - Confirmed, cold lead",NW Washington,3,unknown
,false,,Novel tree,414656,Bremerton,,,,,,,I1,I1 - Unconfirmed cold lead,Peninsula/Islands,0,unknown
,false,,NW Chronicles,415634,Gig Harbor,,,,,,,I1,I1 - Unconfirmed cold lead,South Sound,0,unknown
Active,true,2025-05-21,NXNW RETAIL LLC / CANNABIS AND GLASS,428760,Liberty Lake,Ryan & Marshall,,purchasing@cannabisandglass.com ryan@cannabisandglass.com marshall@cannabisandglass.com,,"Reached out to Ryan to see if he was interested in doing business with us. His response was: Hey Nichole,
Thanks for reaching out.
We are not looking for new vendors at this moment.
That being said I have made note of the pricing and we will be sure to keep your products in mind the next time we are bringing on new farms. 

Thanks!",$2.50-1g /$8 - 3.5g/ $30- 14g/ $60 - 28g/,R2,R2 - Active but stale (>90 days),Eastern WA,5,standard
Active,true,2025-05-21,NXNW RETAIL LLC/CANNABIS & GLASS,082587,Millwood,Ryan & Marshall,,purchasing@cannabisandglass.com ryan@cannabisandglass.com marshall@cannabisandglass.com,purchasing@cannabisandglass.com - this email is the one to use for manifest info and must be on the ccrs manifest,"Reached out to Ryan to see if he was interested in doing business with us. His response was: Hey Nichole,
Thanks for reaching out.
We are not looking for new vendors at this moment.
That being said I have made note of the pricing and we will be sure to keep your products in mind the next time we are bringing on new farms. 

Thanks!",$2.50-1g /$8 - 3.5g/ $30- 14g/ $60 - 28g/,R2,R2 - Active but stale (>90 days),Other/Unclassified,6,standard
Active,true,2025-05-21,NXNW RETAIL LLC/CANNABIS & GLASS,360307,Spokane,"Bennett, Ryan",509.866.4206,purchasing@cannabisandglass.com ryan@cannabisandglass.com marshall@cannabisandglass.com,,"Reached out to Ryan to see if he was interested in doing business with us. His response was: Hey Nichole,
Thanks for reaching out.
We are not looking for new vendors at this moment.
That being said I have made note of the pricing and we will be sure to keep your products in mind the next time we are bringing on new farms. 

Thanks!",$2.50-1g /$8 - 3.5g/ $30- 14g/ $60 - 28g/,R2,R2 - Active but stale (>90 days),Eastern WA,6,standard
Active,true,2025-04-02,OCEAN GREENS,428942,Seattle,Julian is the buyer,206-453-4145  julian Hyseni,og.inventory420@gmail.com,,"Emailed him about a restock on flower and oil, sending vendor samples out and will be in touch for feedback.",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),Seattle Metro,6,premium
,false,,OLD TOBY,413551,Chehalis,,,,,,,I1,I1 - Unconfirmed cold lead,South Sound,0,unknown
,false,,OLYMPIA WEED COMPANY,427769,Olympia,,,,,,,I1,I1 - Unconfirmed cold lead,South Sound,0,unknown
,false,,ONE HIT WONDER CANNABIS,422466,Port Townsend,,,,,,,I1,I1 - Unconfirmed cold lead,Peninsula/Islands,0,unknown
Active,true,,ORCHARDS CANNABIS MARKET,83380,Vancouver,Drew is the buyer,360-258-1880,ocmreceiving@c4uwa.com,Monday through friday only - 8am to 6pm,,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,R2,R2 - Active but stale (>90 days),SW Washington,5,standard
,false,2025-02-21,ORIGINS,425507,Redmond,,,virnika.franklin@originscorporate.com,,Sent a text and an email to Virnika. Wokring to see what we can do with this team to push a sale day and get orders going asap! - WL,,I2,"I2 - Unconfirmed, some contact",Seattle Metro,3,unknown
,true,2025-02-21,ORIGINS CANNABIS,437401,Seattle,,,virnika.franklin@originscorporate.com,,Sent a text and an email to Virnika. Wokring to see what we can do with this team to push a sale day and get orders going asap! - WL,,I5,I5 - Near order / has ordered,Seattle Metro,3,unknown
,false,,OUNCE KING CANNABIS,414573,Seattle,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
,false,,OZ,415348,Seattle,,,,,samples 11.12.18,,I4,I4 - Unconfirmed but samples sent,Seattle Metro,1,unknown
,true,,PAPER AND LEAF,414812,Bainbridge Island,,,info@paperandleaf.com,,,,I1,"I1 - Confirmed, cold lead",Peninsula/Islands,1,unknown
,false,,PEND OREILLE CANNABIS CO,76189,Ione,,,,,,,I1,I1 - Unconfirmed cold lead,Other/Unclassified,0,unknown
,true,,PEND OREILLE CANNABIS CO.,433404,Newport,,,pocannabis@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Other/Unclassified,1,unknown
,true,,PIECE OF MIND CANNABIS,421616,Bellingham,Melanie and Dana,,melanie.lankhaar@pomcannabis.com,,called and talked to budtender - email the buyer - they prefer email,,I2,I2 - Contacted/has notes,NW Washington,3,unknown
,false,,POM CANNABIS PULLMAN,417114,Pullman,Taylor is the buyer,(509) 334-2875,Ronee.Nemechek@pomcannabis.com,,Called and left a message for her to call us back to introduct ourselves as she is new,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I2,"I2 - Unconfirmed, some contact",Eastern WA,5,premium
,true,,POT SHOP,079013,Seattle,,,potshopvendors@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Seattle Metro,1,unknown
,false,,POT ZONE,415229,Port Orchard,,,,,,,I1,I1 - Unconfirmed cold lead,Peninsula/Islands,0,unknown
,false,,POT ZONE OF VANCOUVER,361259,Vancouver,,,,,,,I1,I1 - Unconfirmed cold lead,SW Washington,0,unknown
Active,true,2025-02-17,PRC,421084,Arlington,Jestyn is the buyer,(360) 550-9333,jgilreath@prcwa.com,,"Emailed Jestyn and Jay introducing myself and giving updated contact information, i have met Jestyn in person, he is very nice 02.17.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board - take off 20% every order for FireLine Fridays,R2,R2 - Active but stale (>90 days),Seattle Metro,6,premium
Active,true,2025-02-17,PRC,414574,Mount Vernon,Jestyn is the buyer,(360) 445-6221 - cell phone number,jgilreath@prcwa.com,,"Emailed Jestyn and Jay introducing myself and giving updated contact information, i have met Jestyn in person, he is very nice 02.17.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board - take off 20% every order for FireLine Fridays,R2,R2 - Active but stale (>90 days),NW Washington,6,premium
Active,true,2025-02-17,PRC Edmonds,415198,Edmonds,Jay is the buyer,(425) 967-5800,jfloberg@prcwa.com,,"Emailed Jestyn and Jay introducing myself and giving updated contact information, i have met Jestyn in person, he is very nice 02.17.25 I talked to Jay who was just checking in,",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board - take off 20% every order for FireLine Fridays,R2,R2 - Active but stale (>90 days),Seattle Metro,6,premium
Active,true,2025-02-17,PRC BOTHELL,415222,Bothell,Jay is the buyer,(425) 673-7420,jfloberg@prcwa.com,,"Emailed Jestyn and Jay introducing myself and giving updated contact information, i have met Jestyn in person, he is very nice 02.17.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board - take off 20% every order for FireLine Fridays,R2,R2 - Active but stale (>90 days),Seattle Metro,6,premium
,true,,PRIMO CANNABIS,423885,Otis Orchards,,,kade.primoretail@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Other/Unclassified,1,unknown
,false,,RAINIER CANNABIS,423224,Mountlake Terrace,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
,true,,Redmond Leaf Avondale,430424,Redmond,Alex is the buyer,,alex@redmondleafwa.com,,,"3.5g x $8.33, 7g x $15.00, 28g x 41.65 2pk reg pr x $2.65, 10pk reg pr x $8.33",I1,"I1 - Confirmed, cold lead",Seattle Metro,3,unknown
,true,,Redmond Leaf,415486,Redmond,Alex is the buyer,,alex@redmondleafwa.com,,,"3.5g x $8.33, 7g x $15.00, 28g x 41.65 2pk reg pr x $2.65, 10pk reg pr x $8.33",I1,"I1 - Confirmed, cold lead",Seattle Metro,3,unknown
,false,,Reefer Den,404933,Port Townsend,,,,,,,I1,I1 - Unconfirmed cold lead,Peninsula/Islands,0,unknown
Active,true,2025-06-25,Remedy Tulalip - Tribal,,Marysville,carmen is the buyer,(360) 716-3200 - Carmens phone (360) 722-1845,inventory@remedytulalip.com,,Reached out to Carmen via text to see if he would answer me that way! I have emailed and gotten no response.,$2.50-1g /$9 - 3.5g/ $36 - 14g/ $72.00 - 28g/ all concentrates $8.00.,R2,R2 - Active but stale (>90 days),Seattle Metro,6,standard
,true,,ROSLYN HERBS,414460,Roslyn,,,mj@roslynherbs.com,,,,I1,"I1 - Confirmed, cold lead",Central WA,1,unknown
not sure if they exsist,true,,ROYAL'S CANNABIS,415132,Spokane,,,ashley@royalscannabis.com,,,,I1,"I1 - Confirmed, cold lead",Eastern WA,1,unknown
,true,2025-02-25,RUCKUS RECREATIONAL CANNABIS -Capital Hill,413692,Seattle,Daniel is the buyer,,daniel@ruckusrec.com purchasing@ruckusrec.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I2,I2 - Contacted/has notes,Seattle Metro,4,premium
,true,2025-03-07,RUCKUS RECREATIONAL CANNABIS - fremont,414088,Seattle,Daniel is the buyer,(206) 466-5493,daniel@ruckusrec.com purchasing@ruckusrec.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I2,I2 - Contacted/has notes,Seattle Metro,5,premium
,true,,SAGE SHOP,426888,Omak,,,omaksageshop@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Eastern WA,1,unknown
,false,2025-02-24,Salish Coast Cannabis - Tribal,427232,Anacortes,Marcus is the buyer,(360) 588-2760,,,"Called but no one answered the phone, try again later 02.24.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I2,"I2 - Unconfirmed, some contact",NW Washington,5,premium
,true,,SAPPHIRE CANNABIS,422701,Sprague,,,sapphirecannabis2020@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Eastern WA,1,unknown
,true,2025-03-06,SASHA'S CANNABIS,430798,Shelton,"Tom is the buyer, Dan is the overall buyer",Dan Rivera cell # - 360-972-5540 store - (360) 426-8000,430798@bayshorecannabis.com Buyer@bayshorecannabis.com,"DELIVERY TIMES: TUESDAY-THURSDAY, 12 PM - 5 PM","Talked to Tom who is the main buyer for this location, Dan is the overall buyer for all locations but Tom will be the one buying for this location. Got his updated info and he does not work Mondays. Eamailed Dan with an offer to put everything on sale to get it out of the store and lowered his pricing to $8 for all 4 stores - we also offered to send buybacks on a regular basis for the crew and trade samples. NC",$2.50-1g /$8.00 - 3.5g/ $32- 14g/ $64 - 28g/,I4,I4 - Samples sent,South Sound,7,standard
,true,2025-02-21,SATIVA SISTERS,413739,Spokane,,,sativasisters1@gmail.com,,Sent an intro order to th team. Will make sure tofollow up and get samples going if needed. - WL,,I5,I5 - Near order / has ordered,Eastern WA,3,unknown
Active,true,2025-06-30,SATIVA SISTERS II,422764,Clarkston,,509.381.1502,"ben.sativasisters@gmail.com
colton@sativasisters.com
clarkston@sativasisters.com sativasisters1@gmail.com",,Sent an intro order to th team. Will make sure tofollow up and get samples going if needed. - WL,,R2,R2 - Active but stale (>90 days),Eastern WA,4,unknown
Active,true,2025-06-30,SAVAGE THC,428107,Clayton,,,savagethc@gmail.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),Other/Unclassified,3,premium
,false,,SEA CHANGE CANNABIS,432024,Port Hadlock,,,,,,,I1,I1 - Unconfirmed cold lead,Other/Unclassified,0,unknown
,false,,SEATTLE CANNABIS CO.,426199,Seattle,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
,true,2025-03-19,SEATTLE TONICS,414731,Seattle,Mike is the buyer - seattletonics@gmail.com,206-363-6000,seattletonics@gmail.com,,"Talked to Mike, he is excited about Greenline, Put in a initial order but is working on clearing off store shelf space to order agian this month. NC",$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $60.00 - 28g/ 8pk infus 8pk $10.00 -Greenline 28g - $33.33 and 14g $20.00 - Discount OZs are $35.00,I5,I5 - Near order / has ordered,Seattle Metro,6,standard
,false,,Seattle Trees Collective,413519,Seattle,,,,,samples 3.20.20,,I4,I4 - Unconfirmed but samples sent,Seattle Metro,1,unknown
,false,,SEAWEED RETAIL,422570,Edmonds,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
,true,,SECRET HERB SHOP,413994,Kettle Falls,,Shivani Sood,secretherb420@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Eastern WA,1,unknown
Active,true,2025-02-22,SHAWN KEMP'S CANNABIS,429502,Seattle,Cade is the buyer,,cade@mainstmj.com inventory@kempscannabis.com,Kempscannabis.com/vendor-deliveries,Kempscannabis.com/vendor-deliveries.,"$2.50 x  1g, $8.33 x 3.5g, $32.50 X 14g $65x 28g plus 20% off",R2,R2 - Active but stale (>90 days),Seattle Metro,6,unknown
Active,true,2025-02-22,SHAWN KEMP'S CANNABIS SODO,434189,Seattle,Cade is the buyer,,cade@mainstmj.com sodo@kempscannabis.com,Kempscannabis.com/vendor-deliveries,Kempscannabis.com/vendor-deliveries.,"$2.50 x  1g, $8.33 x 3.5g, $32.50 X 14g $65x 28g plus 20% off",R2,R2 - Active but stale (>90 days),Seattle Metro,6,unknown
,true,2025-05-21,SHELTON CANNABIS CO,415183,Shelton,Tim is the buyer,(360) 358-8973,buyer@bayshorecannabis.com,,Eamailed Dan with an offer to put everything on sale to get it out of the store and lowered his pricing to $8 for all 4 stores - we also offered to send buybacks on a regular basis for the crew and trade samples. NC,$2.50-1g /$8.00 - 3.5g/ $32- 14g/ $64 - 28g/,I4,I4 - Samples sent,South Sound,6,standard
,false,2025-02-14,SHELTON CANNABIS COMPANY,426677,Shelton,,,,,,,I2,"I2 - Unconfirmed, some contact",South Sound,1,unknown
Active,true,2025-05-27,THE SLOW BURN Moxee,415185,Moxee,April is the buyer,(509) 214-1000,april@theslowburn.com,,"Called and talked to a Manager who confirmed our information is correct.  I already emailed April my new contact info. on 02.06.25. April is mainly at the 40th location which is Yakima, they love doing vendor of the month 02.14.25",$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ - all concentrates $6.80,R2,R2 - Active but stale (>90 days),Other/Unclassified,6,standard
Active,true,2025-05-27,THE SLOW BURN Main st,413773,Union Gap,April is the buyer,(509) 823-4792    another line is (509) 223-4680,april@theslowburn.com,,"Called and talked to a Manager who confirmed our information is correct.  I already emailed April my new contact info. on 02.06.25. April is mainly at the 40th location which is Yakima, they love doing vendor of the month 02.14.25",$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ - all concentrates $6.80,R2,R2 - Active but stale (>90 days),Eastern WA,6,standard
Active,true,2025-05-27,THE SLOW BURN Market St,414470,Union Gap,April is the buyer,(509) 452-2787   another line is (509) 223-4680,april@theslowburn.com,,"Called and talked to a Manager who confirmed our information is correct.  I already emailed April my new contact info. on 02.06.25. April is mainly at the 40th location which is Yakima, they love doing vendor of the month 02.14.25",$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ - all concentrates $6.80,R2,R2 - Active but stale (>90 days),Eastern WA,6,standard
Active,true,2025-05-27,SLOW BURN Yakima,414508,Yakima,April is the buyer - she is mainly at this location,(509) 654-9700,april@theslowburn.com,,"Called and talked to a Manager who confirmed our information is correct.  I already emailed April my new contact info. on 02.06.25. April is mainly at the 40th location which is Yakima, they love doing vendor of the month 02.14.25 - emailed about doing a vendor day again - tried calling but she is not in today 03.06.25",$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ - all concentrates $6.80,R2,R2 - Active but stale (>90 days),Eastern WA,6,standard
,true,,SMOKANE,425362,Spokane,Chris is the buyer,,smokane502@gmail.com,,"last ordered 2.10.21 = called and got new buyer and manager infomation, need to call back tuesday when both managers are in 9.30.22",,I5,I5 - Near order / has ordered,Eastern WA,3,unknown
,false,,SMOKING CROW,437560,Bellingham,,,,,,,I1,I1 - Unconfirmed cold lead,NW Washington,0,unknown
,false,,SMUGGLER BROTHERS,413762,Sedro Woolley,,,,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I1,I1 - Unconfirmed cold lead,NW Washington,1,premium
,false,,SOUTH BELLINGHAM BUDS,422930,Bellingham,,,,,,,I1,I1 - Unconfirmed cold lead,NW Washington,0,unknown
,false,,SPARKET,86823,Port Angeles,,,,,,,I1,I1 - Unconfirmed cold lead,Peninsula/Islands,0,unknown
,true,,SPOKANE GREEN LEAF,422146,Spokane,Kylar,,ordering@spokanegreenleaf.org,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I1,"I1 - Confirmed, cold lead",Eastern WA,3,premium
,false,,SPOONER ENTERPRISES,435751,Seattle,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
,true,2025-02-10,STAR BUDS Queen Anne,436867,Seattle,Tommy is the purchasing Manager,(206) 705-9333,inventory.starbudsqa@gmail.com,,"Talked with Niko who is the purchasing manager, put together a small trail order, got him samples, lanyards, tv promos, stickers and table top promos 02.04.25 - they invited us to there grand opening Feb 18th",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,Seattle Metro,6,premium
,false,,STAR OUTLET,422010,Lynden,,,,,,,I1,I1 - Unconfirmed cold lead,NW Washington,0,unknown
,false,,STARBUDS,429453,Bellingham,Rob,,,,call in the morning between 8-3pm to check on samples,,I4,I4 - Unconfirmed but samples sent,NW Washington,2,unknown
,false,,Station 420,426284,Union Gap,,,,,Temporaily Closed,,I2,"I2 - Unconfirmed, some contact",Eastern WA,2,unknown
Active,true,2025-02-07,STICKY'S,421326,Vancouver,Rebekah,(360) 984-5642,Rebekah@stickysmj.com,,Emailed asking to please send samples 02.07.25,$2.50-1g /$8.00 - 3.5g/ $32- 14g/ $64 - 28g/,R2,R2 - Active but stale (>90 days),SW Washington,6,standard
,false,,SWEET JANE,423829,Gig Harbor,,,,,,,I1,I1 - Unconfirmed cold lead,South Sound,0,unknown
,false,,SWEET LEAF CANNABIS CO,415523,Aberdeen,,,,,,,I1,I1 - Unconfirmed cold lead,Peninsula/Islands,0,unknown
,true,2025-02-17,SWEET RELEAF,413385,Mount Vernon,Derrick Blake is the buyer,(360) 588-2250,Derrickblake971@gmail.com,,Placed there first order today 02.17.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,NW Washington,6,premium
,false,2025-03-14,The Link Cannabis Company (Sweet Relief Port Angeles),422460,Port Angeles,,,,,,,I2,"I2 - Unconfirmed, some contact",Peninsula/Islands,1,unknown
Active,true,2025-04-08,T BROTHERS BUD LODGE - Only use Lifted Delivery Service,414002,Lacey,Scotty is the buyer,(360)489-1342,buyer.tbros@gmail.com,Mush have a full 24 hrs notice and no deliveries on Fridays unless scheduled by appt time.,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),South Sound,6,premium
,false,,Tacoma house of Cannabis,424473,Tacoma,,,,,Temporaily Closed,,I2,"I2 - Unconfirmed, some contact",South Sound,2,unknown
,true,2025-05-29,TENINO CANNABIS BOUTIQUE,415484,Tenino,Cassidy is the buyer,360-557-4209,tcbmanager@hotmail.com,,"Sent email letting her know that I am sending her samples and we will be calling in about a week or so to get feedback , we can make promos for tv screens and if she would like a restock.",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,I5,I5 - Near order / has ordered,South Sound,6,standard
,false,,TERP CANNABIS,426632,Nine Mile Falls,,,,,,,I1,I1 - Unconfirmed cold lead,Other/Unclassified,0,unknown
,false,,THC OF OLYMPIA,421069,Olympia,,,,,,,I1,I1 - Unconfirmed cold lead,South Sound,0,unknown
,true,2025-06-09,THE BAKE SHOP,424877,George,Ryan is the buyer,,ryan@thebakeshopcannabis.com yakimabakeshop@gmail.com,,,$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ -,I2,I2 - Contacted/has notes,Central WA,4,standard
,true,2025-06-09,THE BAKE SHOP,413426,Prosser,Felipe Cruz is the buyer,(509) 778-2512 - Felipe personal line - 509-830-2260,prosserbakeshop@gmail.com,,Reached out to Felipe to see if he is ready for a restock on FireLine - He has not anwsered any of my emails so I texted him to see if he responds that way. 06.09.25,$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ -,I5,I5 - Near order / has ordered,Eastern WA,6,standard
Active,true,2025-06-09,THE BAKE SHOP,413596,Union Gap,Jaime is the buyer,509.902.1901 -Store  (509) 840 1635 - Jaime cell#,prosserbakeshop@gmail.com jaime@thebakeshopcannabis.com,,"Talked to Filipe at prosser location who let me know that he is really needing hash rosin at the union gap location, is trying to clean up what is not selling to make room for what does sell so he does not want to bring in any other concentrates at this time until that is done. Would like me to reach out  when more is packaged.  He is also taking over buying for both prosser and union gap while Ryan moved to George location. 02.10.25 - Reached out to Felipe to let him know that we have hash rosin back in stock again. 02.19.25",$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ -,R2,R2 - Active but stale (>90 days),Eastern WA,6,standard
,true,2025-02-22,THE BAKEREE,414456,Seattle,Alex is the buyer,,alexs@thebakereeseattle.com,,,,I2,I2 - Contacted/has notes,Seattle Metro,3,unknown
,true,2025-02-22,THE BAKEREE,433373,Seattle,Alex is the buyer,,alexs@thebakereeseattle.com,,,,I2,I2 - Contacted/has notes,Seattle Metro,3,unknown
,true,,THE FIRE HOUSE,400772,Ellensburg,Dayne Haddon is the buyer,,dayne@firehousenw.com,,,,I1,"I1 - Confirmed, cold lead",Central WA,2,unknown
,true,2025-05-23,THE GALLERY - GIG HARBOR,436145,Gig Harbor,Joshua is the GM and Buyer,(253) 312-6083,josh@thegalleryco.com Shelby@thegalleryco.com,Monday - Thursday,Emailed Josh and Shelby to get a feel for how Fireline is selling at the Spanaway location since that is the only location that ordered. I also offered % discount if they did deal days or Put on a weekly special. I offered 10%-20% off the whole order to offset the cost of the deals. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,South Sound,7,premium
,true,2025-05-23,THE GALLERY CANYON,413813,Puyallup,Joshua is the GM and Buyer,(253) 604-4360,josh@thegalleryco.com Shelby@thegalleryco.com,Monday - Thursday,Emailed Josh and Shelby to get a feel for how Fireline is selling at the Spanaway location since that is the only location that ordered. I also offered % discount if they did deal days or Put on a weekly special. I offered 10%-20% off the whole order to offset the cost of the deals. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,South Sound,7,premium
,true,2025-05-23,THE GALLERY FIFE,413812,Fife,Joshua is the GM and Buyer,(253) 344-1013,josh@thegalleryco.com Shelby@thegalleryco.com,Monday - Thursday,Emailed Josh and Shelby to get a feel for how Fireline is selling at the Spanaway location since that is the only location that ordered. I also offered % discount if they did deal days or Put on a weekly special. I offered 10%-20% off the whole order to offset the cost of the deals. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,Other/Unclassified,7,premium
,true,2025-05-23,THE GALLERY PARKLAND,413258,Tacoma,Joshua is the GM and Buyer,(253) 531-4000,josh@thegalleryco.com Shelby@thegalleryco.com,Monday - Thursday,Emailed Josh and Shelby to get a feel for how Fireline is selling at the Spanaway location since that is the only location that ordered. I also offered % discount if they did deal days or Put on a weekly special. I offered 10%-20% off the whole order to offset the cost of the deals. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,South Sound,7,premium
,true,2025-05-23,THE GALLERY SPANAWAY,413420,Spanaway,Joshua is the GM and Buyer,(253) 375-7840,josh@thegalleryco.com Shelby@thegalleryco.com,Monday - Thursday,Emailed Josh and Shelby to get a feel for how Fireline is selling at the Spanaway location since that is the only location that ordered. I also offered % discount if they did deal days or Put on a weekly special. I offered 10%-20% off the whole order to offset the cost of the deals. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,South Sound,7,premium
Do not sell to them,false,,THE GREEN DOOR,434938,Buckley,Jordan is the buyer,,,,Kush 21 does not want us selliing to this retailer,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R5,R5 - Do Not Sell,South Sound,3,premium
Prospects,true,2025-02-26,THE GREEN DOOR SEATTLE,414425,Seattle,Amy is the buyer and  manager,(206) 618-7133,sales@tgdseattle.com,,Got updated contact info - sending samples right away and will be in touch 02.26.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I4,"I4 - Prospect, samples sent",Seattle Metro,6,premium
,false,,The Green house,430622,Renton,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
