Status,Confirmed:,Last Contacted:,Retailers:,License #,City:,Contact Buyer:,Phone Number:,Email: ,Delivery window:, Notes:,Price Points:
,FALSE,,SMUGGLER BROTHERS,413762,SEDRO WOOLLEY,,,,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,SOUTH BELLINGHAM BUDS,422930,BELLINGHAM,,,,,,
,FALSE,,SOUTH SEATTLE RETAIL HOLDINGS LLC,417949,SEATTLE,,,,,,
,FALSE,,SPARKET,86823,PORT ANGELES,,,,,,
,TRUE,,SPOKANE GREEN LEAF,422146,SPOKANE,Kylar,,ordering@spokanegreenleaf.org,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,SPOONER ENTERPRISES,435751,SEATTLE,,,,,,
,TRUE,02.10.25,STAR BUDS Queen Anne,436867,SEATTLE,Tommy is the purchasing Manager ,(206) 705-9333,inventory.starbudsqa@gmail.com,,"Talked with Niko who is the purchasing manager, put together a small trail order, got him samples, lanyards, tv promos, stickers and table top promos 02.04.25 - they invited us to there grand opening Feb 18th",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,STAR OUTLET,422010,LYNDEN,,,,,,
,FALSE,,STARBUDS,429453,BELLINGHAM,Rob,,,,call in the morning between 8-3pm to check on samples,
,FALSE,Temp Closed,Station 420,426284,Union Gap,,,,,Temporaily Closed ,
Active,TRUE,02.07.25,STICKY'S,421326,VANCOUVER,Rebekah,(360) 984-5642,Rebekah@stickysmj.com,,Emailed asking to please send samples 02.07.25,$2.50-1g /$8.00 - 3.5g/ $32- 14g/ $64 - 28g/ 
,FALSE,,SWEET JANE,423829,GIG HARBOR,,,,,,
,FALSE,,SWEET LEAF CANNABIS CO,415523,ABERDEEN,,,,,,
,TRUE,02.17.25,SWEET RELEAF,413385,MOUNT VERNON,Derrick Blake is the buyer,(360) 588-2250,Derrickblake971@gmail.com,,Placed there first order today 02.17.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,03.14.25,The Link Cannabis Company (Sweet Relief Port Angeles),422460,Port Angeles,,,,,,
Active,TRUE,04.08.25,T BROTHERS BUD LODGE - Only use Lifted Delivery Service,414002,LACEY,Scotty is the buyer,(360)489-1342,buyer.tbros@gmail.com,Mush have a full 24 hrs notice and no deliveries on Fridays unless scheduled by appt time.,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,Temp Closed,Tacoma house of Cannabis,424473,Tacoma,,,,,Temporaily Closed ,
,TRUE,05.29.25,TENINO CANNABIS BOUTIQUE,415484,TENINO,Cassidy is the buyer,360-557-4209,tcbmanager@hotmail.com,,"Sent email letting her know that I am sending her samples and we will be calling in about a week or so to get feedback , we can make promos for tv screens and if she would like a restock.",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/  
,FALSE,,TERP CANNABIS,426632,NINE MILE FALLS,,,,,,
,FALSE,,THC OF OLYMPIA,421069,OLYMPIA,,,,,,
,TRUE,06.09.25,THE BAKE SHOP,424877,GEORGE,Ryan is the buyer ,,ryan@thebakeshopcannabis.com yakimabakeshop@gmail.com,,,$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ - 
,TRUE,06.09.25,THE BAKE SHOP,413426,PROSSER,Felipe Cruz is the buyer,(509) 778-2512 - Felipe personal line - 509-830-2260,prosserbakeshop@gmail.com,,Reached out to Felipe to see if he is ready for a restock on FireLine - He has not anwsered any of my emails so I texted him to see if he responds that way. 06.09.25,$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ - 
Active,TRUE,06.09.25,THE BAKE SHOP,413596,UNION GAP,Jaime is the buyer,509.902.1901 -Store  (509) 840 1635 - Jaime cell#,prosserbakeshop@gmail.com jaime@thebakeshopcannabis.com,,"Talked to Filipe at prosser location who let me know that he is really needing hash rosin at the union gap location, is trying to clean up what is not selling to make room for what does sell so he does not want to bring in any other concentrates at this time until that is done. Would like me to reach out  when more is packaged.  He is also taking over buying for both prosser and union gap while Ryan moved to George location. 02.10.25 - Reached out to Felipe to let him know that we have hash rosin back in stock again. 02.19.25",$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ - 
,TRUE,2.22.25,THE BAKEREE,414456,SEATTLE,Alex is the buyer,,alexs@thebakereeseattle.com,,,
,TRUE,2.22.25,THE BAKEREE,433373,SEATTLE,Alex is the buyer,,alexs@thebakereeseattle.com,,,
,TRUE,,THE FIRE HOUSE,400772,ELLENSBURG,Dayne Haddon is the buyer,,dayne@firehousenw.com,,,
,TRUE,05.23.25,THE GALLERY - GIG HARBOR,436145,GIG HARBOR,Joshua is the GM and Buyer,(253) 312-6083,josh@thegalleryco.com Shelby@thegalleryco.com,Monday - Thursday,Emailed Josh and Shelby to get a feel for how Fireline is selling at the Spanaway location since that is the only location that ordered. I also offered % discount if they did deal days or Put on a weekly special. I offered 10%-20% off the whole order to offset the cost of the deals. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,05.23.25,THE GALLERY CANYON,413813,PUYALLUP,Joshua is the GM and Buyer,(253) 604-4360,josh@thegalleryco.com Shelby@thegalleryco.com,Monday - Thursday,Emailed Josh and Shelby to get a feel for how Fireline is selling at the Spanaway location since that is the only location that ordered. I also offered % discount if they did deal days or Put on a weekly special. I offered 10%-20% off the whole order to offset the cost of the deals. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,05.23.25,THE GALLERY FIFE,413812,FIFE,Joshua is the GM and Buyer,(253) 344-1013,josh@thegalleryco.com Shelby@thegalleryco.com,Monday - Thursday,Emailed Josh and Shelby to get a feel for how Fireline is selling at the Spanaway location since that is the only location that ordered. I also offered % discount if they did deal days or Put on a weekly special. I offered 10%-20% off the whole order to offset the cost of the deals. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,05.23.25,THE GALLERY PARKLAND,413258,TACOMA,Joshua is the GM and Buyer,(253) 531-4000,josh@thegalleryco.com Shelby@thegalleryco.com,Monday - Thursday,Emailed Josh and Shelby to get a feel for how Fireline is selling at the Spanaway location since that is the only location that ordered. I also offered % discount if they did deal days or Put on a weekly special. I offered 10%-20% off the whole order to offset the cost of the deals. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,05.23.25,THE GALLERY SPANAWAY,413420,SPANAWAY,Joshua is the GM and Buyer,(253) 375-7840,josh@thegalleryco.com Shelby@thegalleryco.com,Monday - Thursday,Emailed Josh and Shelby to get a feel for how Fireline is selling at the Spanaway location since that is the only location that ordered. I also offered % discount if they did deal days or Put on a weekly special. I offered 10%-20% off the whole order to offset the cost of the deals. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Do not sell to them,FALSE,,THE GREEN DOOR,434938,BUCKLEY,Jordan is the buyer,,,,Kush 21 does not want us selliing to this retailer,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Prospects,TRUE,02.26.25,THE GREEN DOOR SEATTLE,414425,SEATTLE,Amy is the buyer and  manager,(206) 618-7133,sales@tgdseattle.com,,Got updated contact info - sending samples right away and will be in touch 02.26.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,The Green house,430622,Renton,,,,,,
,TRUE,2.25.25,THE GREEN NUGGET,414995,PULLMAN,Josh Mondau is the buyer,,inventory@thegreennuggetcannabis.com Purchasing@thegreennuggetcannabis.com,https://thegreennugget.appointlet.com/,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,2.25.25,THE GREEN NUGGET,427121,SPOKANE,Josh Mondau is the buyer,,inventory@thegreennuggetcannabis.com Purchasing@thegreennuggetcannabis.com,https://thegreennugget.appointlet.com/,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,The Green Nugget Mead (used to be Alkaloid),420497,Spokane,Josh Mondau is the buyer,,inventory@thegreennuggetcannabis.com Purchasing@thegreennuggetcannabis.com,https://thegreennugget.appointlet.com/,used to be alkaloid,
,FALSE,,THE GREEN SEED,086054,MOSES LAKE,,,,,does not like us,
,TRUE,,THE GREEN SHELF,414958,ELLENSBURG,Brittany,509.304.9790,thegreenshelf@yahoo.com,,Right by the University,
,FALSE,,THE GREENHOUSE,430622,RENTON,,,,,,
,TRUE,2.25.25,THE HAPPY CROP SHOPPE,413600,CASHMERE,Jessica,(509) 888-2454,"Jessica@thehappycropshoppe.com
thcshoppe@gmail.com
rachel@thehappycropshoppe.com",,Emailed Jessica to send over a new menu and updated contact. - WL,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,2.25.25,THE HAPPY CROP SHOPPE,413481,EAST WENATCHEE,Jessica,(509) 888-1597,"Jessica@thehappycropshoppe.com
thcshoppe@gmail.com
rachel@thehappycropshoppe.com",,Emailed Jessica to send over a new menu and updated contact. - WL,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,2.25.25,THE HAPPY CROP SHOPPE,420934,WENATCHEE,,(509) 888-7957,"Jessica@thehappycropshoppe.com
thcshoppe@gmail.com
rachel@thehappycropshoppe.com",,Emailed Jessica to send over a new menu and updated contact. - WL,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,THE HERBAL GARDENS,423634,TACOMA,,,,,,
Active ,TRUE,02.19.25,THE HERBERY - Chakalov,71368,VANCOUVER,mike.mccoy@theherberynw.com ,Mike's cell # 1-503-799-3013,mike.mccoy@theherberynw.com   icc@theherberynw.com,https://theherberynw.com/deliveries/,"Left a message for Mike, emailed him all my contact info and he emailed me back with his inventory for me to put together mock orders and send back for approval. I emailed Mike inquiried about feature farm of the month or daily deal, I think that would really help push Fireline faster if they offer it. 02.19.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active ,TRUE,05.19.25,THE HERBERY - BLVD,414761,VANCOUVER,mike.mccoy@theherberynw.com ,Mike's cell # 1-503-799-3013,mike.mccoy@theherberynw.com   icc@theherberynw.com,https://theherberynw.com/deliveries/,Gave Mike the $8 price point to help move the flower for his locations since they are so close to mainstreet. Keith mended that relationship. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active ,TRUE,05.19.25,THE HERBERY - St John,426563,VANCOUVER,mike.mccoy@theherberynw.com ,Mike's cell # 1-503-799-3013,mike.mccoy@theherberynw.com   icc@theherberynw.com,https://theherberynw.com/deliveries/,Gave Mike the $8 price point to help move the flower for his locations since they are so close to mainstreet. Keith mended that relationship. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active ,TRUE,05.19.25,THE HERBERY - 78th (H4),428826,VANCOUVER,mike.mccoy@theherberynw.com ,Mike's cell # 1-503-799-3013,mike.mccoy@theherberynw.com   icc@theherberynw.com,https://theherberynw.com/deliveries/,Gave Mike the $8 price point to help move the flower for his locations since they are so close to mainstreet. Keith mended that relationship. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active ,TRUE,05.19.25,THE HERBERY -4th,430925,VANCOUVER,mike.mccoy@theherberynw.com ,Mike's cell # 1-503-799-3013,mike.mccoy@theherberynw.com   icc@theherberynw.com,https://theherberynw.com/deliveries/,Gave Mike the $8 price point to help move the flower for his locations since they are so close to mainstreet. Keith mended that relationship. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,THE HIDDEN BUSH,412921,PORT ANGELES,,,,,,
,FALSE,10.10.25,THE JOINT,420389,BURIEN,,,,,10.10.2025 - RM messaged Shy Sadis the Owner to try to schedule a meeting to get into all Joint locations. We currently work with U District location.,
,FALSE,10.10.25,THE JOINT BURLINGTON,420801,BURLINGTON,,,,,10.10.2025 - RM messaged Shy Sadis the Owner to try to schedule a meeting to get into all Joint locations. We currently work with U District location.,
,TRUE,10.10.25,THE JOINT,414893,EVERETT,sam and Felicia ,(425) 374-1000,everett@thejointllc.com,,"10.10.2025 - RM messaged Shy Sadis the Owner to try to schedule a meeting to get into all Joint locations. 
We currently work with U District location..Emailed with 420 Special Deals and Greenline.",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,10.10.25,THE JOINT,434494,TACOMA,Racheal,,,,10.10.2025 - RM messaged Shy Sadis the Owner to try to schedule a meeting to get into all Joint locations. We currently work with U District location.,
Active,TRUE,10.10.25,THE JOINT,421804,SEATTLE,Alexx is the buyer ,(206) 632-2513,thejointseattle@gmail.com,10am-3pm Monday through Friday - they will take orders on weekends,"10.10.2025 - RM messaged Shy Sadis the Owner to try to schedule a meeting to get into all Joint locations. We currently work with U District location.
Talked to Mike, he is the new buyer and the email stayed the same. 02.17.25. Emailed Mike for a restock 03.06.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active,TRUE,09.22.25,THE KUSHERY Cathcart,415507,EVERETT,Ang is the buyer ,Store - (425) 337-5145  (Josh Shade - Owner - Cell # (425) 633-7515),Angkusheryevergreen@gmail.com thekusheryjosh@gmail.com - Josh is the owner of all Kushery locations,,"Reached out to Ang about a restock on flower, pre rolls and dabs 06.04.25 - Emailed that we are now in headset and if they accept I can see there inventory through that instead of them sending it to me every week! 09.22.25",$2.50-1g /$8.00 - 3.5g/ $32 - 14g/ $64 - 28g/  - 15% off every order for FireLine Fridays
Active,TRUE,09.22.25,THE KUSHERY Evergreen way Dealership,430774,EVERETT,Dominic is the buyer ,(425) 259-7958,kusheryevergreen@gmail.com,,Reached out to Dom about a restock on flower and pre rolls 06.04.25 - he let me put together a mock order for him - Emailed that we are now in headset and if they accept I can see there inventory through that instead of them sending it to me every week! 09.22.25,$2.50-1g /$8.00 - 3.5g/ $32 - 14g/ $64 - 28g/  - 15% off every order for FireLine Fridays
Active,TRUE,09.22.25,THE KUSHERY LFP,415513,LAKE FOREST PARK,Alaura is the buyer   ,(206) 403-1106 ,Sarahfkushery@gmail.com,,Alaura gave me her updated contact info as she is still the buyer 02.17.25 - Reached out for inventory levels 03.12.25 - Emailed that we are now in headset and if they accept I can see there inventory through that instead of them sending it to me every week! 09.22.25,$2.50-1g /$8.00 - 3.5g/ $32 - 14g/ $64 - 28g/  - 15% off every order for FireLine Fridays
Active,TRUE,09.22.25,THE KUSHERY Monroe,361676,SNOHOMISH,Nick is the buyer ,(360) 217-8951,monroekushery23@mail.com,,"Nick reached out about doing a case wrap, I sent the info to Keith to see if he was interested. 05.20.25 - Emailed that we are now in headset and if they accept I can see there inventory through that instead of them sending it to me every week! 09.22.25",$2.50-1g /$8.00 - 3.5g/ $32 - 14g/ $64 - 28g/  - 15% off every order for FireLine Fridays
Active,TRUE,09.22.25,THE KUSHERY Clearview,437800,SNOHOMISH,Marly is the buyer - you can call or email ,(360) 863-3256  ,marlywkushery@mail.com,,"Reached out to Marly for an order, she let me put together a mock order for her - Emailed that we are now in headset and if they accept I can see there inventory through that instead of them sending it to me every week! 09.22.25",$2.50-1g /$8.00 - 3.5g/ $32 - 14g/ $64 - 28g/  - 15% off every order for FireLine Fridays
Active,TRUE,09.22.25,THE KUSHERY Stanwood,420645,STANWOOD,Kristen is the buyer,(360) 939-0400,kristenkusherystanwood@mail.com,,Called and talked to a budtender who confirmed that the contact info I have is correct and she is still the buyer 02.17.25 - Reached out for inventory levels 03.12.25 - Emailed that we are now in headset and if they accept I can see there inventory through that instead of them sending it to me every week! 09.22.25,$2.50-1g /$8.00 - 3.5g/ $32 - 14g/ $64 - 28g/  - 15% off every order for FireLine Fridays
,FALSE,03.04.25,The Link Port Angeles -  (Aristocrat Enterprises II),422460,PORT ANGELES,,(360) 452-4670,linkcannabisco@gmail.com,,Called but got a busy tone 03.04.25,
,FALSE,2.22.25,THE LINK,422632,LONGVIEW,,,,,Talked to Crash and working to get orders going at both locations. - WL,
,FALSE,2.24.25,LUCKY LEAF CO,435675,PASCO,,,,,This is not Davids shop,
,TRUE,2.24.25,THE LUCKY LEAF,435362,PASCO,David is the owner,,inventory@luckyleaf.co manager@luckyleaf.co ben@luckyleaf.co david@luckyleaf.co ,,Samples are getting sent and I have talked to David. - WL,
,TRUE,04.02.25,THE MARIJUANA MERCANTILE,415216,GRANITE FALLS,Doug Frasier is the buyer ,(360) 572-0013,Marijuanamercantile@gmail.com,,"Reached out with a price adjustment, Naomi keeps telling me they only sell cheap flower at this location so I ajusted there pricing to fit what I think might work for them. ",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/  - Greenline 14g for $20 and 28gs for $35
,TRUE,,THE NOVEL TREE,414983,BELLEVUE,Kirby is the buyer,(425) 867-2700,kirby@novel-tree.com,,,
,TRUE,,THE NOVEL TREE,434843,BREMERTON,Kirby is the buyer,(360) 616-2014,kirby@novel-tree.com,,,
Active,TRUE,Jose,Clear Mind Cannabis (THE PACIFIC OUTPOST),434994,PASCO,,,purchasing@thepacificoutpost.com,, ,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ 
,FALSE,,The Pot Shop Bellingham,430084,Bellingham,,,,,,
,TRUE,2.20.25,THE REEF,413870,BREMERTON,Paige is the buyer,,paige@thereefstores.com,,,
,TRUE,2.20.25,THE REEF,426562,SEATTLE,Paige is the buyer,,paige@thereefstores.com,,,
,TRUE,2.20.25,THE REEF,432849,SEATTLE,Paige is the buyer,,paige@thereefstores.com,,,
,TRUE,,THE ROOT CELLAR,415343,BELFAIR,Marsha,360.552.2359,mrsmarshathomas@gmail.com,,,
,FALSE,,"THE SAGE SHOP, LLC",430775,OROVILLE,,,,,,
,TRUE,2.20.25,THE STASH BOX,412494,AUBURN,Tim - buyer Ceasar - buyer,James Blankenship,purchasing@thestashboxllc.com,,,
,TRUE,,THE STATION NW LL/TRADE- THE STATION,422944,ELLENSBURG,,,dayne@firehousenw.com,,,
Active,TRUE,02.27.25,The Tribal Joint - Tribal,430795,Darrington,Demi is the buyer ,(360) 436-2835,thetribaljoint@gmail.com,,Talked to a budtender who confirmed that Demi is still the buyer and email is correct 02.27.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active,FALSE,04.03.25,THE TOP SHELF,414716,AIRWAY HEIGHTS,,,thetopshelf509@gmail.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active,TRUE,02.11.25,THE VAULT Seattle (HerbN Elements),413570,SEATTLE,Dani is the operational manager and Jesse is the buyer for now ,(206) 535-8769 call (425)322-3211 for payment queries ,sales@thevaultcannabis.com Dani@thevaultcannabis.com,You have to pick up payment from headquarters in LK Stevens otherwise they will mail the check - they do not do payment upon delivery,Emailed Chase his final invoice for Spokane location and gave him updated contact info 02.11.25 - We take 20% off every order for them to have FireLine Fridays 02.27.25,$3.00-1g /$10.00- 3.5g/ $38- 14g/ $75 - 28g/  - 20% off every order for Fireline Fridays
Active,TRUE,02.11.25,THE VAULT Spokane,426050,SPOKANE,Dani is the operational manager and Jesse is the buyer for now ,(509) 315-9262  call (425)322-3211 for payment queries ,sales@thevaultcannabis.com Dani@thevaultcannabis.com,You have to pick up payment from headquarters in LK Stevens otherwise they will mail the check - they do not do payment upon delivery,Emailed Chase his final invoice for Spokane location and gave him updated contact info 02.11.25 - We take 20% off every order for them to have FireLine Fridays 02.27.25,$3.00-1g /$10.00- 3.5g/ $38- 14g/ $75 - 28g/  - 20% off every order for Fireline Fridays
Active,TRUE,02.11.25,THE VAULT CANNABIS Lake Stevens,414829,LAKE STEVENS,Dani is the operational manager and Jesse is the buyer for now ,425-248-8559 call (425)322-3211 for payment queries ,sales@thevaultcannabis.com Dani@thevaultcannabis.com,You have to pick up payment from headquarters in LK Stevens otherwise they will mail the check - they do not do payment upon delivery,Emailed Chase his final invoice for Spokane location and gave him updated contact info 02.11.25 - We take 20% off every order for them to have FireLine Fridays 02.27.25,$3.00-1g /$10.00- 3.5g/ $38- 14g/ $75 - 28g/  - 20% off every order for Fireline Fridays
Active,TRUE,02.11.25,THE VAULT CANNABIS Silvana,88920,STANWOOD,Dani is the operational manager and Jesse is the buyer for now ,(360) 652-5060 call (425)322-3211 for payment queries,sales@thevaultcannabis.com Dani@thevaultcannabis.com,You have to pick up payment from headquarters in LK Stevens otherwise they will mail the check - they do not do payment upon delivery,Emailed Chase his final invoice for Spokane location and gave him updated contact info 02.11.25 - We take 20% off every order for them to have FireLine Fridays 02.27.25,$3.00-1g /$10.00- 3.5g/ $38- 14g/ $75 - 28g/  - 20% off every order for Fireline Fridays
,FALSE,,The weed shop,422457,Greenbank,,,,,,
,FALSE,,THE WEST SEATTLE MARIJUANA STORE,414868,SEATTLE,,,,,,
,FALSE,,THE WORLD FAMOUS CANNABIS STORE,421918,CHIMACUM,,,,,,
,TRUE,,THE ZEN DEN,420812,OMAK,,,thezendenllc@gmail.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,2.20.25,THEOREM CANNABIS,433824,KENMORE,Natalie,425-406-6797,purchasing@theoremcannabis.com,,Emailed Natalie the buyer. Waiting for feedback and to follow up. - WL,
,TRUE,2.20.25,Thunder Cannabis Rochester,,Rochester,Robert is the buyer,,tcpm2022@gmail.com,,Emailed Robert the buyer. Waiting for feedback and to follow up. - WL,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active,TRUE,02.14.25,"TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE",433175,SHELTON,Michelle is the buyer ,360-427-2990,michelle@tjscannabis.com,accept deliveries anyday  and please deliver before 6pm - this is drop and go,I talked to a budtender who confirmed the buyer and email are correct 02.14.25,$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ - 
,TRUE,2.12.25,Tokeland,433417,Tokeland,Hali is the buyer ,425-420-0170, hochsner@tokelandcannabis.com,,Reached out to Hali about starting the partnerhip up again and gave her my updated contact info 02.12.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,Token Herb,400209,Eastsound,,,,,,
Prospect,TRUE,03.04.25,TOKER FRIENDLY,417486,AIRWAY HEIGHTS,Jeff is the buyer,(509) 244-8728,Janderson@tokerfriendlyspokane.com,,"Reached out and confirmed that he is the buyer still with same email address 02.28.25 Called to set up sample drop but no one answered the phone 02.28.25 Emailed Jeff to see if they would accept samples 02.28.25 - sending samples right away, Jeff emailed asking for them 03.04.25",
,FALSE,,Tonasket House of cannabis,422454,Tonasket,,,,,,
,FALSE,,TOP SHELF 420,413782,OLYMPIA,,,,,,
,TRUE,,TREEHOUSE CLUB,413369,SPOKANE VALLEY,,,purchasing@treehouseclub.buzz,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,TRIPPY HIPPIE CANNABIS CO.,413529,BELLINGHAM,Erin,,manager@trippyhippiecannabis.com,,talked to budtender - call back next monday to touch base,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,TROVE MEDICAL AND RECREATIONAL,414871,BELLINGHAM,Summer,,purchasing@trovecannabis.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,Twisp House of cannabis,400085,Twisp,,,,,,
,TRUE,05.27.25,TRU GREENTHUMB,407950,CASTLE ROCK,Ayla ,(360) 967-2634,TruGreenthumborders@gmail.com,,Reached out and offered her lowered pricing to see if that helps move the product faster then it has been. ,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/  
,TRUE,10.10.25,UNCLE ANDO'S WURLD OF WEED,415045,CENTRALIA,Rianna,(360) 736-0564,rianna@uncleandos.com,,"10.10.25 - RM reached out to Rianna, the Buyer at Uncle Ando's to see if I can get a meeting with her in the next couple of weeks and get her samples. 

Emailed Jarod to see if they need a restock and to send any old prodcut back for a refund 05.20.25 - His response:  We still have most of our inventory from the initial order. Given the slow sell through rate, it's unlikely we'll put in another order.  Maybe you could come out for a vendor day to help educate our budtenders and move some product?",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,10.13.25,UNCLE IKE'S Olive way,413996,SEATTLE,Rachael Curry,,rachael.curry@ikes.com,   SCHEDULE ON SITE     https://ikes.com/vendordelivery/,"10.13.25 - Left VM for Rachael and also sent her a Text Message. 

Sent an email to Rachael. Going to follow up with samples and work to schedule a meeting - WL",
,TRUE,10.13.25,UNCLE IKE'S ,414533,SEATTLE,Rachael Curry,,rachael.curry@ikes.com,   SCHEDULE ON SITE     https://ikes.com/vendordelivery/,"10.13.25 - Left VM for Rachael and also sent her a Text Message. 

Sent an email to Rachael. Going to follow up with samples and work to schedule a meeting - WL",
,TRUE,10.13.25,UNCLE IKE'S,421141,SEATTLE,Rachael Curry,,rachael.curry@ikes.com,   SCHEDULE ON SITE     https://ikes.com/vendordelivery/,"10.13.25 - Left VM for Rachael and also sent her a Text Message. 

Sent an email to Rachael. Going to follow up with samples and work to schedule a meeting - WL",
,TRUE,10.13.25,UNCLE IKE'S white Center,421514,SEATTLE,Rachael Curry,,rachael.curry@ikes.com,   SCHEDULE ON SITE     https://ikes.com/vendordelivery/,"10.13.25 - Left VM for Rachael and also sent her a Text Message. 

Sent an email to Rachael. Going to follow up with samples and work to schedule a meeting - WL",
,TRUE,10.13.25,UNCLE IKE'S - Lake City Way,433474,SEATTLE,Rachael Curry,,rachael.curry@ikes.com,   SCHEDULE ON SITE     https://ikes.com/vendordelivery/,"10.13.25 - Left VM for Rachael and also sent her a Text Message. 

Sent an email to Rachael. Going to follow up with samples and work to schedule a meeting - WL",
,TRUE,05.27.25,UNCLE WILLIE'S CANNABIS,431706,KELSO,Jay is the buyer,(564) 217-4150,jay@unclewilliescannabis.com,,Reached out with a price change and to see how FireLine is selling along with a possibly partnership with daily deals. ,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/  
,TRUE,,VIBE CANNABIS CO.,434798,KELSO,Amyjo,,orders@vibethc.com,,,
,FALSE,,Vancouver Weedery,414931,Vancouver,PJ is the buyer,Pj's cell# (541) 217-8097,GOLIATHPINES@GMAIL.COM,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,W.C.W. ENTERPRISES,415445,EVERSON,Liz,360.392.8309,purchasing@wcwenterprises.com,,,
